time,open,high,low,close,volume
2026-01-02 03:30:00,1.34832,1.34845,1.34819,1.34828,374
2026-01-02 03:45:00,1.3483,1.34871,1.34825,1.3487,380
2026-01-02 04:00:00,1.3487,1.34906,1.34862,1.3489900000000001,338
2026-01-02 04:15:00,1.3489900000000001,1.34903,1.3486799999999999,1.3488,483
2026-01-02 04:30:00,1.3488,1.3488,1.34857,1.3487,356
2026-01-02 04:45:00,1.3487,1.34879,1.3486,1.34871,376
2026-01-02 05:00:00,1.34871,1.3489499999999999,1.34867,1.34879,283
2026-01-02 05:15:00,1.34879,1.34883,1.34844,1.34872,342
2026-01-02 05:30:00,1.34872,1.34877,1.3483399999999999,1.34855,284
2026-01-02 05:45:00,1.34855,1.34882,1.34847,1.34862,401
2026-01-02 06:00:00,1.34862,1.3487,1.34836,1.34842,424
2026-01-02 06:15:00,1.34842,1.34847,1.34796,1.34801,370
2026-01-02 06:30:00,1.34801,1.34803,1.3477299999999999,1.34787,363
2026-01-02 06:45:00,1.34787,1.34795,1.34771,1.34781,278
2026-01-02 07:00:00,1.34781,1.34782,1.34757,1.34775,373
2026-01-02 07:15:00,1.34775,1.3480400000000001,1.34775,1.34792,439
2026-01-02 07:30:00,1.34792,1.34795,1.34771,1.34774,259
2026-01-02 07:45:00,1.34774,1.34782,1.34689,1.34707,410
2026-01-02 08:00:00,1.34706,1.3470900000000001,1.34631,1.3465099999999999,469
2026-01-02 08:15:00,1.3465099999999999,1.34657,1.3463,1.34643,395
2026-01-02 08:30:00,1.34642,1.34666,1.34632,1.3465500000000001,301
2026-01-02 08:45:00,1.3465500000000001,1.34687,1.34644,1.34673,344
2026-01-02 09:00:00,1.34668,1.34702,1.34647,1.34674,745
2026-01-02 09:15:00,1.34674,1.3468499999999999,1.34639,1.34644,714
2026-01-02 09:30:00,1.34644,1.34644,1.34571,1.34598,867
2026-01-02 09:45:00,1.34599,1.3465500000000001,1.34571,1.34635,965
2026-01-02 10:00:00,1.34635,1.3468,1.34565,1.3464,1376
2026-01-02 10:15:00,1.3464,1.3464,1.34509,1.34548,1211
2026-01-02 10:30:00,1.34548,1.34571,1.34517,1.34519,1138
2026-01-02 10:45:00,1.3452,1.34546,1.34485,1.34532,1252
2026-01-02 11:00:00,1.34532,1.34612,1.34501,1.34583,1231
2026-01-02 11:15:00,1.34583,1.34636,1.34542,1.3461,1102
2026-01-02 11:30:00,1.34613,1.34615,1.34547,1.34607,1117
2026-01-02 11:45:00,1.34607,1.3461400000000001,1.34536,1.34543,1036
2026-01-02 12:00:00,1.34544,1.3458,1.34496,1.3449900000000001,914
2026-01-02 12:15:00,1.3449900000000001,1.34542,1.34448,1.34449,989
2026-01-02 12:30:00,1.34449,1.3449,1.34432,1.3448,1016
2026-01-02 12:45:00,1.3448,1.34522,1.34443,1.34491,1030
2026-01-02 13:00:00,1.34491,1.34518,1.34398,1.3440699999999999,792
2026-01-02 13:15:00,1.3440699999999999,1.34445,1.34333,1.34359,872
2026-01-02 13:30:00,1.34359,1.34417,1.3434,1.34395,827
2026-01-02 13:45:00,1.34395,1.34435,1.34347,1.34402,977
2026-01-02 14:00:00,1.34402,1.34489,1.34389,1.34475,1012
2026-01-02 14:15:00,1.34469,1.34485,1.34424,1.34426,724
2026-01-02 14:30:00,1.34426,1.34427,1.34352,1.34424,824
2026-01-02 14:45:00,1.34424,1.34458,1.3440699999999999,1.34451,804
2026-01-02 15:00:00,1.3445,1.34491,1.34416,1.3446799999999999,972
2026-01-02 15:15:00,1.3447,1.34572,1.3446500000000001,1.34509,1091
2026-01-02 15:30:00,1.3451,1.3455,1.34462,1.34539,1115
2026-01-02 15:45:00,1.34539,1.34591,1.34527,1.34569,966
