time,open,high,low,close,volume
2025-05-26 22:00:00,1.35618,1.35642,1.35612,1.3563399999999999,760
2025-05-26 23:00:00,1.3563399999999999,1.35646,1.35599,1.35625,971
2025-05-27 00:00:00,1.35554,1.3560400000000001,1.35496,1.35567,1335
2025-05-27 01:00:00,1.35577,1.35682,1.35557,1.3565,1187
2025-05-27 02:00:00,1.3565,1.35659,1.3562699999999999,1.35648,972
2025-05-27 03:00:00,1.35649,1.35845,1.35649,1.3581699999999999,2707
2025-05-27 04:00:00,1.3581699999999999,1.35864,1.35684,1.35733,2814
2025-05-27 05:00:00,1.35734,1.35808,1.35669,1.3568500000000001,2449
2025-05-27 06:00:00,1.35686,1.35757,1.35667,1.35686,2009
2025-05-27 07:00:00,1.35686,1.3574899999999999,1.35532,1.35547,2654
2025-05-27 08:00:00,1.35548,1.35557,1.35379,1.3554,4908
2025-05-27 09:00:00,1.3554599999999999,1.35728,1.35459,1.35471,5465
2025-05-27 10:00:00,1.35471,1.35569,1.35211,1.35246,6435
2025-05-27 11:00:00,1.35246,1.35468,1.35221,1.3536299999999999,4466
2025-05-27 12:00:00,1.3536299999999999,1.35495,1.3535300000000001,1.35453,4131
2025-05-27 13:00:00,1.3545,1.3545,1.3533,1.35407,4074
2025-05-27 14:00:00,1.35408,1.35532,1.35406,1.3548,3534
2025-05-27 15:00:00,1.35483,1.35618,1.35466,1.35614,3729
2025-05-27 16:00:00,1.35613,1.35645,1.35405,1.35425,4808
2025-05-27 17:00:00,1.35426,1.35537,1.35184,1.35198,6529
2025-05-27 18:00:00,1.35201,1.35208,1.34998,1.3502,4747
2025-05-27 19:00:00,1.3502,1.3511600000000001,1.35,1.35068,3803
2025-05-27 20:00:00,1.35068,1.35106,1.35015,1.35084,2505
2025-05-27 21:00:00,1.3508499999999999,1.35147,1.3505,1.35117,2472
2025-05-27 22:00:00,1.3511600000000001,1.3514300000000001,1.35033,1.35045,2327
2025-05-27 23:00:00,1.35045,1.35083,1.35026,1.35061,1368
2025-05-28 00:00:00,1.35004,1.35074,1.35004,1.35053,738
2025-05-28 01:00:00,1.35053,1.3513,1.35033,1.35115,554
2025-05-28 02:00:00,1.35115,1.35145,1.35088,1.35133,836
2025-05-28 03:00:00,1.35133,1.3522,1.35124,1.35147,2561
2025-05-28 04:00:00,1.35147,1.35159,1.34886,1.34927,5096
2025-05-28 05:00:00,1.34927,1.35,1.34789,1.34813,4203
2025-05-28 06:00:00,1.34815,1.34889,1.34757,1.34822,3986
2025-05-28 07:00:00,1.34821,1.34854,1.34703,1.3471899999999999,2444
2025-05-28 08:00:00,1.3471899999999999,1.3480400000000001,1.34605,1.3479999999999999,3150
2025-05-28 09:00:00,1.34799,1.3484099999999999,1.3471,1.34775,4346
2025-05-28 10:00:00,1.3477299999999999,1.35039,1.34756,1.3498,4798
2025-05-28 11:00:00,1.3498299999999999,1.35107,1.34957,1.35086,4245
2025-05-28 12:00:00,1.35086,1.35149,1.35047,1.35094,3096
2025-05-28 13:00:00,1.35094,1.35191,1.34887,1.34934,3120
2025-05-28 14:00:00,1.34934,1.34975,1.34757,1.34787,3678
2025-05-28 15:00:00,1.34787,1.34837,1.34652,1.34686,3949
2025-05-28 16:00:00,1.34686,1.34727,1.3449200000000001,1.34663,5224
2025-05-28 17:00:00,1.34662,1.34887,1.34629,1.34707,5067
2025-05-28 18:00:00,1.34706,1.34752,1.34536,1.3458999999999999,3739
2025-05-28 19:00:00,1.34589,1.34742,1.34589,1.3474,2866
2025-05-28 20:00:00,1.3473899999999999,1.34791,1.3468,1.34693,2558
2025-05-28 21:00:00,1.34695,1.34754,1.3461699999999999,1.3469,2686
2025-05-28 22:00:00,1.34689,1.34703,1.34619,1.3464,2180
2025-05-28 23:00:00,1.34638,1.34706,1.34638,1.34684,1293
2025-05-29 00:00:00,1.34635,1.3468499999999999,1.34631,1.34642,329
2025-05-29 01:00:00,1.34642,1.34705,1.34626,1.3466,1325
2025-05-29 02:00:00,1.34666,1.34669,1.34147,1.34279,4418
2025-05-29 03:00:00,1.34262,1.34433,1.34188,1.3427799999999999,5254
2025-05-29 04:00:00,1.3427799999999999,1.3445,1.34182,1.34439,3685
2025-05-29 05:00:00,1.3444,1.3446,1.34318,1.34328,2847
