time,open,high,low,close,volume
2025-12-29 15:30:00,4451.67,4454.82,4425.21,4429.58,10850
2025-12-29 15:45:00,4429.59,4429.59,4407.13,4421.62,11785
2025-12-29 16:00:00,4421.52,4421.55,4386.39,4398.58,12481
2025-12-29 16:15:00,4398.56,4405.63,4386.84,4389.81,10756
2025-12-29 16:30:00,4389.82,4389.86,4356.75,4373.59,13294
2025-12-29 16:45:00,4373.61,4384.55,4358.89,4360.43,12627
2025-12-29 17:00:00,4360.42,4360.61,4328.41,4343.22,12584
2025-12-29 17:15:00,4343.02,4343.1,4302.75,4319.75,12646
2025-12-29 17:30:00,4319.76,4336.78,4316.84,4331.3,11994
2025-12-29 17:45:00,4331.3,4339.59,4322.64,4325.26,10467
2025-12-29 18:00:00,4325.25,4342.78,4323.39,4333.8,10862
2025-12-29 18:15:00,4333.79,4337.72,4324.22,4334.13,9861
2025-12-29 18:30:00,4334.17,4342.29,4328.86,4334.97,9171
2025-12-29 18:45:00,4334.94,4347.47,4334.6,4341.79,8852
2025-12-29 19:00:00,4341.84,4343.01,4325.9,4330.29,9599
2025-12-29 19:15:00,4330.14,4333.51,4322.66,4329.32,8553
2025-12-29 19:30:00,4329.32,4330.02,4314.95,4319.79,8838
2025-12-29 19:45:00,4319.76,4329.39,4319.51,4328.09,7829
2025-12-29 20:00:00,4328.16,4333.52,4326.15,4329.67,9160
2025-12-29 20:15:00,4329.67,4334.59,4322.92,4327.75,10331
2025-12-29 20:30:00,4327.78,4334.37,4326.31,4330.35,7495
2025-12-29 20:45:00,4330.31,4332.2,4327.96,4331.3,5868
2025-12-29 21:00:00,4331.29,4335.4,4327.6,4335.04,6009
2025-12-29 21:15:00,4335.05,4336.53,4328.53,4330.61,6257
2025-12-29 21:30:00,4330.65,4335.85,4330.3,4332.35,5535
2025-12-29 21:45:00,4332.34,4338.07,4331.14,4336.92,5509
2025-12-29 22:00:00,4336.92,4344.53,4336.56,4342.42,6944
2025-12-29 22:15:00,4342.43,4342.62,4337.04,4340.62,5685
2025-12-29 22:30:00,4340.66,4341.31,4326.01,4333.51,6658
2025-12-29 22:45:00,4333.54,4335.66,4328.97,4334.76,8038
2025-12-29 23:00:00,4334.59,4339.44,4328.59,4335.89,5474
2025-12-29 23:15:00,4335.89,4337.87,4330.84,4331.69,3982
2025-12-29 23:30:00,4331.65,4332.55,4327.57,4329.74,4891
2025-12-29 23:45:00,4329.73,4332.98,4329.6,4331.6,2695
2025-12-30 01:00:00,4333.48,4347.21,4333.46,4340.77,4813
2025-12-30 01:15:00,4340.77,4340.92,4323.45,4333.97,6253
2025-12-30 01:30:00,4333.94,4337.4,4331.02,4337.05,3796
2025-12-30 01:45:00,4337.05,4347.04,4336.4,4345.75,4732
2025-12-30 02:00:00,4345.75,4347.59,4338.07,4346.83,5392
2025-12-30 02:15:00,4346.85,4350.86,4343.82,4349.25,4476
2025-12-30 02:30:00,4349.22,4349.38,4339.89,4340.72,5669
2025-12-30 02:45:00,4340.72,4342.93,4334.63,4339.73,7292
2025-12-30 03:00:00,4339.73,4339.81,4324.54,4334.96,10065
2025-12-30 03:15:00,4334.96,4343.37,4334.96,4336.6,7885
2025-12-30 03:30:00,4336.61,4349.53,4331.96,4347.14,8112
2025-12-30 03:45:00,4347.1,4360.27,4346.68,4360.18,10076
2025-12-30 04:00:00,4360.18,4361.84,4351.84,4355.5,9425
2025-12-30 04:15:00,4355.53,4357.75,4352.69,4355.81,7430
2025-12-30 04:30:00,4355.46,4357.0,4349.0,4354.54,8541
