timestamp,open,high,low,close,volume
1758605100,34.4233,34.4738,34.3475,34.4126,54303.177508
1758605400,34.4126,34.7456,34.4126,34.6542,105161.966653
1758605700,34.6542,34.662,34.5053,34.5097,62478.508874
1758606000,34.5097,34.6375,34.4564,34.5736,106898.309812
1758606300,34.5736,34.6096,34.4478,34.4702,24980.086327
1758606600,34.4702,34.7375,34.4577,34.7375,156237.889317
1758606900,34.7375,34.771,34.6421,34.771,150542.718551
1758607200,34.771,34.8299,34.5815,34.5815,125978.819761
1758607500,34.5815,34.748,34.539,34.748,41204.42317
1758607800,34.748,35.0172,34.6665,35.0172,168780.395185
1758608100,35.0172,35.0172,34.829,34.8547,66008.666768
1758608400,34.8547,34.9648,34.7841,34.7841,66897.646293
1758608700,34.7841,34.7951,34.634,34.7951,34967.896836
1758609000,34.7951,35.1303,34.7925,35.1303,120458.620522
1758609300,35.1303,35.2615,35.0466,35.1723,144849.339221
1758609600,35.1723,35.3412,35.1294,35.3231,162219.195887
1758609900,35.3231,35.3631,35.1392,35.3631,48137.697577
1758610200,35.3631,35.3631,35.1308,35.1733,86584.250847
1758610500,35.1733,35.4172,35.1664,35.2451,82175.454585
1758610800,35.2451,35.3098,35.0685,35.1009,52201.084461
1758611100,35.1009,35.296,35.0924,35.2323,38297.650506
1758611400,35.2323,35.3082,35.1629,35.1984,48535.452368
1758611700,35.1984,35.2281,35.0257,35.0576,37017.875241
1758612000,35.0576,35.403,35.0512,35.347,58019.444334
1758612300,35.347,35.3603,35.1749,35.2135,91261.83358199999
1758612600,35.2135,35.2477,35.0506,35.0799,79999.733378
1758612900,35.0799,35.2234,35.0536,35.0536,64372.134159
1758613200,35.0536,35.1031,34.9013,34.9191,102904.635204
1758613500,34.9191,35.132,34.911,35.0795,42333.901226
1758613800,35.0795,35.1221,34.9939,34.9939,127802.28946100007
1758614100,34.9939,35.1566,34.9939,35.0016,76288.056117
1758614400,35.0016,35.4384,34.9963,35.1978,100463.796486
1758614700,35.1978,35.3435,35.1249,35.267,53548.743556
1758615000,35.267,35.4355,35.2469,35.3207,67666.177706
1758615300,35.3207,35.5873,35.296,35.4422,152652.970099
1758615600,35.4422,35.5239,35.2937,35.3148,65887.351372
1758615900,35.3148,35.3634,35.2325,35.2562,26395.00404
1758616200,35.2562,35.2562,35.1093,35.1512,46733.788023
1758616500,35.1512,35.2858,35.1266,35.246,39965.068552
1758616800,35.246,35.3305,35.2195,35.2904,21317.292718
1758617100,35.2904,35.3919,35.2217,35.3642,96902.432982
1758617400,35.3642,35.5127,35.3135,35.3631,100457.195582
1758617700,35.3631,35.4269,35.3489,35.4179,20960.039339
1758618000,35.4179,35.432,35.278,35.2947,31208.210066
1758618300,35.2947,35.3854,35.2525,35.35,73802.994429
1758618600,35.35,35.4041,35.3069,35.3962,35414.01481
