symbol,timeframe,rsi_period,oversold,overbought,ema_filter,sl_pct,tp_pct,trades,wins,losses,win_rate,total_pnl,profit_factor
SOL,5m,7,20,80,False,0.03,0.06,97,36,61,37.11,22.7375,1.12
DOGE,15m,3,20,70,False,0.03,0.06,97,36,61,37.11,22.7405,1.12
DOGE,15m,3,15,70,False,0.015,0.03,287,110,177,38.33,34.0893,1.1199
SOL,1h,5,30,85,False,0.02,0.04,122,46,76,37.7,19.07,1.1192
DOGE,5m,2,30,75,False,0.03,0.06,124,46,78,37.1,28.883,1.1192
DOGE,15m,2,30,75,False,0.03,0.06,89,33,56,37.08,20.59,1.1184
AVAX,15m,3,10,85,False,0.03,0.06,89,33,56,37.08,20.596,1.1184
XAU,15m,7,30,80,True,0.015,0.03,47,18,29,38.3,5.5128,1.1184
XAU,15m,7,30,75,True,0.015,0.03,47,18,29,38.3,5.5128,1.1184
SOL,15m,7,15,70,False,0.03,0.06,89,33,56,37.08,20.587,1.1183
SOL,5m,2,15,80,False,0.02,0.04,207,78,129,37.68,32.069,1.118
DOGE,5m,7,15,85,True,0.015,0.03,128,49,79,38.28,14.9313,1.1177
AVAX,1h,5,20,70,True,0.015,0.03,81,31,50,38.27,9.426,1.1174
DOGE,5m,14,10,70,False,0.02,0.04,154,58,96,37.66,23.68,1.1171
AVAX,1h,14,15,85,False,0.03,0.06,27,10,17,37.04,6.1575,1.1166
AVAX,15m,5,30,70,False,0.03,0.06,81,30,51,37.04,18.4455,1.1165
DOGE,15m,14,25,70,True,0.03,0.06,27,10,17,37.04,6.1545,1.1165
SOL,5m,14,20,70,True,0.03,0.06,54,20,34,37.04,12.276,1.1162
XAU,15m,7,30,75,False,0.03,0.06,27,10,17,37.04,6.1365,1.1162
XAU,15m,7,30,70,False,0.03,0.06,27,10,17,37.04,6.1365,1.1162
AVAX,15m,3,25,85,False,0.02,0.04,186,70,116,37.63,28.306,1.1159
DOGE,5m,3,15,75,False,0.015,0.03,353,135,218,38.24,40.5925,1.1159
XAU,15m,7,15,70,True,0.015,0.03,34,13,21,38.24,3.8923,1.1154
XAU,1h,2,25,85,False,0.015,0.03,34,13,21,38.24,3.8893,1.1153
XAU,1h,2,20,85,False,0.015,0.03,34,13,21,38.24,3.8893,1.1153
XAU,1h,2,20,90,False,0.015,0.03,34,13,21,38.24,3.8893,1.1153
XAU,1h,2,25,90,False,0.015,0.03,34,13,21,38.24,3.8893,1.1153
DOGE,5m,5,25,75,False,0.03,0.06,127,47,80,37.01,28.559,1.1149
DOGE,5m,5,25,80,False,0.03,0.06,127,47,80,37.01,28.559,1.1149
DOGE,5m,5,30,80,False,0.03,0.06,127,47,80,37.01,28.559,1.1149
DOGE,5m,5,30,75,False,0.03,0.06,127,47,80,37.01,28.559,1.1149
SOL,1h,5,25,80,False,0.02,0.04,125,47,78,37.6,18.754,1.1142
SOL,1h,5,20,70,False,0.02,0.04,125,47,78,37.6,18.754,1.1142
SOL,15m,14,25,80,False,0.02,0.04,133,50,83,37.59,19.905,1.1139
DOGE,5m,14,20,90,False,0.02,0.04,141,53,88,37.59,21.072,1.1137
DOGE,5m,14,15,75,True,0.01,0.02,33,13,20,39.39,2.508,1.1133
SOL,15m,3,15,85,False,0.02,0.04,173,65,108,37.57,25.678,1.1129
DOGE,15m,5,20,70,False,0.03,0.06,92,34,58,36.96,20.275,1.1125
DOGE,5m,5,10,90,False,0.02,0.04,197,74,123,37.56,29.139,1.1125
AVAX,5m,14,10,70,True,0.03,0.06,46,17,29,36.96,10.1285,1.1124
SOL,5m,7,20,70,False,0.02,0.04,213,80,133,37.56,31.437,1.1122
SOL,5m,7,15,70,False,0.02,0.04,213,80,133,37.56,31.439,1.1122
SOL,15m,14,10,85,False,0.015,0.03,76,29,47,38.16,8.4613,1.1121
XAU,15m,3,25,70,True,0.01,0.02,94,37,57,39.36,7.0385,1.1116
DOGE,5m,7,15,80,False,0.03,0.06,111,41,70,36.94,24.255,1.1116
DOGE,5m,7,10,70,True,0.015,0.03,194,74,120,38.14,21.466,1.1114
SOL,1h,5,30,85,False,0.03,0.06,65,24,41,36.92,14.1145,1.1108
XAU,15m,7,20,85,True,0.01,0.02,61,24,37,39.34,4.5275,1.1106
SOL,15m,14,25,75,False,0.03,0.06,84,31,53,36.9,18.1065,1.11
SOL,1h,14,30,80,True,0.02,0.04,8,3,5,37.5,1.155,1.1097
DOGE,1h,7,15,70,True,0.02,0.04,48,18,30,37.5,6.926,1.1096
AVAX,15m,2,25,85,False,0.02,0.04,176,66,110,37.5,25.38,1.1096
AVAX,5m,2,30,70,False,0.03,0.06,103,38,65,36.89,22.1165,1.1096
AVAX,5m,2,20,70,False,0.03,0.06,103,38,65,36.89,22.1195,1.1096
AVAX,5m,2,25,70,False,0.03,0.06,103,38,65,36.89,22.1195,1.1096
SOL,1h,14,20,75,False,0.02,0.04,64,24,40,37.5,9.222,1.1095
AVAX,15m,7,20,70,False,0.02,0.04,176,66,110,37.5,25.37,1.1095
SOL,5m,5,10,70,False,0.03,0.06,103,38,65,36.89,22.1135,1.1095
AVAX,1h,14,10,90,False,0.02,0.04,16,6,10,37.5,2.306,1.1095
SOL,5m,5,15,80,False,0.03,0.06,103,38,65,36.89,22.1105,1.1095
SOL,15m,5,30,80,False,0.02,0.04,176,66,110,37.5,25.356,1.1095
AVAX,15m,7,25,85,False,0.02,0.04,160,60,100,37.5,23.062,1.1095
AVAX,15m,3,20,75,False,0.02,0.04,184,69,115,37.5,26.523,1.1095
DOGE,5m,14,20,75,True,0.02,0.04,32,12,20,37.5,4.612,1.1095
AVAX,15m,14,20,75,True,0.02,0.04,16,6,10,37.5,2.306,1.1095
SOL,15m,14,10,80,True,0.02,0.04,8,3,5,37.5,1.153,1.1094
DOGE,1h,14,10,75,True,0.02,0.04,8,3,5,37.5,1.153,1.1094
SOL,1h,7,20,75,False,0.02,0.04,112,42,70,37.5,16.13,1.1094
DOGE,5m,14,10,75,True,0.02,0.04,24,9,15,37.5,3.459,1.1094
DOGE,1h,14,15,75,True,0.02,0.04,8,3,5,37.5,1.153,1.1094
XAU,15m,7,25,75,True,0.015,0.03,42,16,26,38.1,4.5405,1.1087
XAU,15m,7,25,80,True,0.015,0.03,42,16,26,38.1,4.5405,1.1087
AVAX,1h,7,20,75,False,0.03,0.06,57,21,36,36.84,11.982,1.1072
DOGE,5m,14,10,70,False,0.015,0.03,247,94,153,38.06,26.3233,1.1071
AVAX,15m,7,10,75,False,0.03,0.06,76,28,48,36.84,15.974,1.1071
AVAX,5m,5,20,75,True,0.03,0.06,95,35,60,36.84,19.966,1.1071
AVAX,1h,3,20,80,False,0.03,0.06,57,21,36,36.84,11.979,1.1071
SOL,15m,14,30,85,True,0.03,0.06,19,7,12,36.84,3.992,1.1071
DOGE,5m,7,10,75,False,0.03,0.06,114,42,72,36.84,23.937,1.107
AVAX,1h,5,15,90,False,0.03,0.06,57,21,36,36.84,11.964,1.107
DOGE,5m,3,15,90,False,0.03,0.06,114,42,72,36.84,23.937,1.107
SOL,1h,3,10,75,False,0.03,0.06,76,28,48,36.84,15.938,1.1069
AVAX,1h,5,30,70,True,0.015,0.03,92,35,57,38.04,9.7593,1.1066
AVAX,15m,3,15,80,False,0.02,0.04,179,67,112,37.43,25.056,1.1062
XAU,15m,5,20,75,True,0.01,0.02,79,31,48,39.24,5.624,1.1059
XAU,15m,7,30,75,True,0.01,0.02,79,31,48,39.24,5.619,1.1058
AVAX,15m,14,30,75,False,0.02,0.04,155,58,97,37.42,21.593,1.1057
DOGE,5m,2,25,75,False,0.03,0.06,125,46,79,36.8,25.7785,1.1051
DOGE,5m,7,10,80,False,0.03,0.06,106,39,67,36.79,21.7925,1.1047
SOL,5m,14,15,70,False,0.03,0.06,106,39,67,36.79,21.7865,1.1047
AVAX,15m,2,25,90,False,0.03,0.06,87,32,55,36.78,17.8095,1.1043
XAU,15m,7,30,85,True,0.01,0.02,74,29,45,39.19,5.1485,1.1035
DOGE,1h,2,20,70,False,0.03,0.06,68,25,43,36.76,13.8055,1.1034
DOGE,1h,2,25,70,False,0.03,0.06,68,25,43,36.76,13.8055,1.1034
DOGE,1h,7,30,80,False,0.03,0.06,68,25,43,36.76,13.7965,1.1033
AVAX,15m,3,30,80,False,0.02,0.04,190,71,119,37.37,25.883,1.1033
AVAX,15m,3,10,70,False,0.02,0.04,182,68,114,37.36,24.736,1.103
AVAX,15m,5,25,70,False,0.02,0.04,182,68,114,37.36,24.732,1.103
DOGE,5m,7,20,70,True,0.02,0.04,174,65,109,37.36,23.591,1.1028
DOGE,5m,7,15,85,False,0.03,0.06,117,43,74,36.75,23.61,1.1027
SOL,1h,14,30,70,False,0.01,0.02,166,65,101,39.16,11.4145,1.1022
SOL,15m,5,15,85,False,0.02,0.04,158,59,99,37.34,21.259,1.102
AVAX,5m,7,10,70,False,0.015,0.03,311,118,193,37.94,31.5528,1.1018
DOGE,5m,7,10,90,True,0.015,0.03,87,33,54,37.93,8.784,1.1013
XAU,15m,3,20,90,True,0.015,0.03,58,22,36,37.93,5.8505,1.1012
XAU,15m,3,20,85,True,0.015,0.03,58,22,36,37.93,5.8505,1.1012
XAU,1h,7,15,75,True,0.01,0.02,23,9,14,39.13,1.559,1.1007
XAU,15m,7,25,80,True,0.01,0.02,69,27,42,39.13,4.677,1.1007
XAU,1h,7,15,80,True,0.01,0.02,23,9,14,39.13,1.559,1.1007
SOL,1h,5,30,75,False,0.02,0.04,126,47,79,37.3,16.651,1.1001
SOL,1h,2,10,85,False,0.02,0.04,126,47,79,37.3,16.649,1.1001
DOGE,5m,5,20,70,True,0.02,0.04,185,69,116,37.3,24.424,1.1
SOL,1h,5,25,90,False,0.02,0.04,118,44,74,37.29,15.492,1.0994
DOGE,5m,14,15,75,False,0.02,0.04,169,63,106,37.28,22.086,1.0989
XAU,15m,3,25,70,True,0.015,0.03,66,25,41,37.88,6.5048,1.0988
DOGE,15m,2,25,70,False,0.03,0.06,90,33,57,36.67,17.4825,1.0988
XAU,15m,3,30,70,True,0.015,0.03,66,25,41,37.88,6.5048,1.0988
XAU,15m,2,15,90,True,0.015,0.03,66,25,41,37.88,6.5018,1.0987
XAU,15m,2,25,90,True,0.015,0.03,66,25,41,37.88,6.5018,1.0987
XAU,15m,2,30,90,True,0.015,0.03,66,25,41,37.88,6.5018,1.0987
SOL,5m,3,15,80,False,0.02,0.04,220,82,138,37.27,28.696,1.0987
XAU,15m,2,20,90,True,0.015,0.03,66,25,41,37.88,6.5018,1.0987
AVAX,1h,7,30,80,False,0.03,0.06,60,22,38,36.67,11.652,1.0987
AVAX,15m,14,10,75,False,0.015,0.03,140,53,87,37.86,13.6788,1.0979
AVAX,5m,14,10,70,True,0.01,0.02,64,25,39,39.06,4.2235,1.0979
AVAX,5m,2,10,70,False,0.03,0.06,101,37,64,36.63,19.33,1.0972
AVAX,5m,7,20,90,False,0.03,0.06,101,37,64,36.63,19.327,1.0972
AVAX,5m,5,25,80,False,0.03,0.06,101,37,64,36.63,19.321,1.0972
AVAX,5m,5,30,80,False,0.03,0.06,101,37,64,36.63,19.321,1.0972
AVAX,5m,2,15,70,False,0.03,0.06,101,37,64,36.63,19.33,1.0972
SOL,5m,14,30,80,False,0.03,0.06,101,37,64,36.63,19.306,1.0971
DOGE,5m,14,20,75,True,0.015,0.03,37,14,23,37.84,3.5863,1.0971
XAU,15m,7,20,80,True,0.015,0.03,37,14,23,37.84,3.5713,1.0967
XAU,15m,7,20,75,True,0.015,0.03,37,14,23,37.84,3.5713,1.0967
DOGE,15m,14,15,75,False,0.03,0.06,71,26,45,36.62,13.4965,1.0966
DOGE,1h,2,15,70,False,0.03,0.06,71,26,45,36.62,13.4905,1.0965
SOL,15m,14,10,90,False,0.02,0.04,43,16,27,37.21,5.451,1.0959
SOL,15m,14,10,80,False,0.02,0.04,86,32,54,37.21,10.896,1.0958
SOL,15m,14,10,70,False,0.02,0.04,129,48,81,37.21,16.339,1.0958
SOL,15m,5,20,85,False,0.02,0.04,172,64,108,37.21,21.77,1.0957
SOL,15m,7,20,90,False,0.03,0.06,82,30,52,36.59,15.317,1.0949
DOGE,5m,14,15,70,True,0.03,0.06,41,15,26,36.59,7.669,1.0949
DOGE,1h,14,10,70,False,0.01,0.02,100,39,61,39.0,6.4045,1.0949
DOGE,5m,5,25,85,False,0.03,0.06,123,45,78,36.59,22.983,1.0949
XAU,15m,3,30,70,True,0.01,0.02,100,39,61,39.0,6.4025,1.0949
DOGE,15m,7,10,85,True,0.01,0.02,59,23,36,38.98,3.754,1.0943
AVAX,5m,14,10,80,False,0.015,0.03,180,68,112,37.78,16.9425,1.0942
DOGE,5m,7,30,85,True,0.03,0.06,93,34,59,36.56,17.1525,1.0936
AVAX,5m,14,10,75,False,0.02,0.04,148,55,93,37.16,18.325,1.0935
SOL,5m,3,10,75,False,0.02,0.04,218,81,137,37.16,26.905,1.0932
AVAX,15m,2,25,85,False,0.015,0.03,273,103,170,37.73,25.083,1.0919
DOGE,5m,5,30,90,False,0.03,0.06,126,46,80,36.51,22.662,1.0912
AVAX,5m,14,15,70,True,0.015,0.03,61,23,38,37.7,5.5415,1.0908
DOGE,5m,14,10,80,False,0.02,0.04,124,46,78,37.1,14.848,1.0904
SOL,5m,5,20,85,False,0.02,0.04,213,79,134,37.09,25.45,1.0902
DOGE,1h,2,30,75,False,0.03,0.06,74,27,47,36.49,13.1695,1.0902
SOL,5m,7,20,75,False,0.02,0.04,213,79,134,37.09,25.444,1.0902
AVAX,15m,2,15,85,False,0.015,0.03,268,101,167,37.69,24.1078,1.0899
XAU,1h,3,20,80,True,0.01,0.02,54,21,33,38.89,3.2695,1.0896
XAU,1h,3,25,85,True,0.01,0.02,54,21,33,38.89,3.2705,1.0896
SOL,15m,7,20,80,False,0.03,0.06,85,31,54,36.47,15.002,1.0895
SOL,1h,7,10,85,True,0.01,0.02,18,7,11,38.89,1.0865,1.0893
AVAX,5m,14,25,70,False,0.03,0.06,96,35,61,36.46,16.8555,1.089
SOL,5m,14,25,90,False,0.03,0.06,96,35,61,36.46,16.8525,1.089
AVAX,15m,7,10,70,False,0.02,0.04,170,63,107,37.06,19.999,1.0887
DOGE,5m,7,20,80,False,0.03,0.06,118,43,75,36.44,20.5085,1.088
AVAX,5m,14,30,80,True,0.02,0.04,54,20,34,37.04,6.292,1.0879
DOGE,15m,2,20,90,False,0.015,0.03,287,108,179,37.63,25.0998,1.0873
DOGE,15m,7,10,80,True,0.01,0.02,85,33,52,38.82,5.0,1.0869
SOL,5m,2,15,85,False,0.02,0.04,208,77,131,37.02,23.961,1.0869
XAU,15m,7,30,70,True,0.01,0.02,85,33,52,38.82,4.983,1.0866
AVAX,5m,14,10,70,False,0.015,0.03,242,91,151,37.6,20.8698,1.086
AVAX,5m,5,10,80,False,0.02,0.04,200,74,126,37.0,22.824,1.086
XAU,15m,5,15,85,True,0.01,0.02,67,26,41,38.81,3.8935,1.0859
XAU,15m,7,15,75,True,0.01,0.02,67,26,41,38.81,3.8935,1.0858
AVAX,5m,7,10,85,False,0.015,0.03,274,103,171,37.59,23.4763,1.0855
AVAX,15m,7,10,80,False,0.03,0.06,77,28,49,36.36,12.8725,1.0846
AVAX,15m,5,30,80,False,0.03,0.06,77,28,49,36.36,12.8665,1.0846
SOL,5m,7,30,80,False,0.03,0.06,99,36,63,36.36,16.5225,1.0845
AVAX,5m,2,10,90,False,0.03,0.06,99,36,63,36.36,16.5405,1.0845
AVAX,5m,2,10,85,False,0.03,0.06,99,36,63,36.36,16.5405,1.0845
AVAX,15m,2,25,85,False,0.03,0.06,88,32,56,36.36,14.705,1.0845
AVAX,5m,2,15,85,False,0.03,0.06,99,36,63,36.36,16.5405,1.0845
AVAX,5m,2,15,90,False,0.03,0.06,99,36,63,36.36,16.5405,1.0845
AVAX,15m,5,30,85,False,0.03,0.06,77,28,49,36.36,12.8605,1.0845
SOL,1h,5,10,90,False,0.03,0.06,55,20,35,36.36,9.1805,1.0844
XAU,1h,5,10,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,5,15,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,5,20,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,7,10,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,5,20,85,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,7,15,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,7,20,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,14,15,85,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
SOL,5m,14,10,80,True,0.03,0.06,11,4,7,36.36,1.8295,1.0841
XAU,1h,7,25,90,False,0.03,0.06,11,4,7,36.36,1.8295,1.0841
AVAX,15m,5,30,70,False,0.02,0.04,184,68,116,36.96,20.524,1.084
XAU,1h,14,25,80,False,0.03,0.06,11,4,7,36.36,1.8235,1.0839
SOL,5m,3,10,80,False,0.02,0.04,222,82,140,36.94,24.478,1.083
SOL,15m,2,10,75,False,0.02,0.04,176,65,111,36.93,19.363,1.0828
AVAX,5m,14,25,70,True,0.01,0.02,93,36,57,38.71,5.1475,1.0816
SOL,1h,14,10,75,False,0.01,0.02,62,24,38,38.71,3.427,1.0815
SOL,1h,14,10,80,False,0.01,0.02,31,12,19,38.71,1.7105,1.0814
SOL,15m,14,10,80,True,0.015,0.03,8,3,5,37.5,0.6528,1.0813
AVAX,15m,2,15,80,False,0.015,0.03,272,102,170,37.5,22.1845,1.0813
DOGE,15m,2,30,90,False,0.015,0.03,288,108,180,37.5,23.49,1.0813
DOGE,15m,2,15,90,False,0.015,0.03,288,108,180,37.5,23.4975,1.0813
SOL,15m,14,30,85,True,0.015,0.03,24,9,15,37.5,1.9583,1.0813
DOGE,5m,14,10,85,False,0.015,0.03,128,48,80,37.5,10.429,1.0812
XAU,15m,3,30,75,True,0.015,0.03,56,21,35,37.5,4.5618,1.0812
AVAX,5m,14,20,90,True,0.015,0.03,8,3,5,37.5,0.6513,1.0811
XAU,1h,5,30,90,False,0.015,0.03,32,12,20,37.5,2.602,1.081
DOGE,5m,3,25,90,False,0.03,0.06,124,45,79,36.29,19.8755,1.081
XAU,1h,5,30,85,False,0.015,0.03,32,12,20,37.5,2.6005,1.081
XAU,1h,5,30,80,False,0.015,0.03,32,12,20,37.5,2.6005,1.081
DOGE,1h,14,10,90,False,0.015,0.03,24,9,15,37.5,1.9523,1.081
XAU,1h,2,20,75,False,0.015,0.03,32,12,20,37.5,2.599,1.0809
XAU,1h,7,25,85,False,0.015,0.03,32,12,20,37.5,2.599,1.0809
DOGE,5m,7,10,85,False,0.03,0.06,113,41,72,36.28,18.04,1.0807
SOL,1h,2,25,85,False,0.02,0.04,122,45,77,36.89,13.079,1.0807
AVAX,5m,2,30,85,False,0.03,0.06,102,37,65,36.27,16.2195,1.0804
AVAX,5m,2,30,90,False,0.03,0.06,102,37,65,36.27,16.2195,1.0804
AVAX,5m,5,25,85,False,0.03,0.06,102,37,65,36.27,16.2195,1.0804
DOGE,5m,14,30,85,False,0.03,0.06,102,37,65,36.27,16.2075,1.0803
AVAX,15m,5,10,90,False,0.02,0.04,160,59,101,36.88,17.063,1.0802
SOL,15m,2,10,80,False,0.02,0.04,179,66,113,36.87,19.045,1.08
DOGE,5m,7,10,70,False,0.02,0.04,198,73,125,36.87,21.041,1.0799
AVAX,5m,14,25,75,False,0.03,0.06,91,33,58,36.26,14.384,1.0799
DOGE,5m,7,15,75,True,0.03,0.06,91,33,58,36.26,14.381,1.0798
AVAX,5m,14,20,75,False,0.03,0.06,91,33,58,36.26,14.384,1.0798
SOL,15m,2,15,70,False,0.03,0.06,91,33,58,36.26,14.375,1.0798
DOGE,15m,3,10,70,False,0.03,0.06,91,33,58,36.26,14.375,1.0798
XAU,15m,5,20,80,True,0.01,0.02,75,29,46,38.67,4.047,1.0795
XAU,15m,7,20,70,True,0.01,0.02,75,29,46,38.67,4.044,1.0795
AVAX,15m,3,25,70,False,0.02,0.04,190,70,120,36.84,19.884,1.0787
AVAX,15m,7,15,70,False,0.02,0.04,171,63,108,36.84,17.9,1.0787
SOL,5m,2,10,80,False,0.02,0.04,209,77,132,36.84,21.858,1.0786
DOGE,5m,14,15,70,False,0.02,0.04,171,63,108,36.84,17.878,1.0786
XAU,1h,2,25,85,False,0.02,0.04,19,7,12,36.84,1.978,1.0783
XAU,1h,2,25,90,False,0.02,0.04,19,7,12,36.84,1.978,1.0783
XAU,1h,2,30,85,False,0.02,0.04,19,7,12,36.84,1.978,1.0783
XAU,1h,2,30,90,False,0.02,0.04,19,7,12,36.84,1.978,1.0783
SOL,1h,5,10,80,False,0.03,0.06,69,25,44,36.23,10.692,1.0782
XAU,1h,2,25,75,False,0.02,0.04,19,7,12,36.84,1.976,1.0782
XAU,1h,3,30,80,False,0.02,0.04,19,7,12,36.84,1.976,1.0782
XAU,1h,2,30,75,False,0.02,0.04,19,7,12,36.84,1.976,1.0782
SOL,1h,7,30,75,False,0.03,0.06,69,25,44,36.23,10.686,1.0782
DOGE,5m,7,10,75,False,0.02,0.04,201,74,127,36.82,20.729,1.0775
DOGE,5m,5,20,75,True,0.02,0.04,182,67,115,36.81,18.739,1.0774
AVAX,15m,3,20,70,False,0.02,0.04,182,67,115,36.81,18.735,1.0774
AVAX,1h,3,15,70,False,0.03,0.06,58,21,37,36.21,8.8745,1.0772
AVAX,1h,3,25,70,False,0.03,0.06,58,21,37,36.21,8.8715,1.0772
AVAX,1h,5,20,70,False,0.03,0.06,58,21,37,36.21,8.8745,1.0772
AVAX,1h,3,20,75,False,0.03,0.06,58,21,37,36.21,8.8715,1.0772
DOGE,5m,7,20,90,True,0.015,0.03,131,49,82,37.4,10.111,1.0768
DOGE,5m,3,20,90,False,0.015,0.03,361,135,226,37.4,27.7505,1.0765
XAU,1h,2,10,90,True,0.01,0.02,57,22,35,38.6,2.9485,1.0762
XAU,1h,2,10,80,True,0.01,0.02,57,22,35,38.6,2.9485,1.0762
XAU,1h,2,20,75,True,0.01,0.02,57,22,35,38.6,2.9515,1.0762
XAU,1h,2,15,70,True,0.01,0.02,57,22,35,38.6,2.9495,1.0762
XAU,1h,2,10,85,True,0.01,0.02,57,22,35,38.6,2.9485,1.0762
AVAX,1h,3,20,70,True,0.02,0.04,87,32,55,36.78,8.779,1.0758
AVAX,15m,14,25,70,False,0.02,0.04,155,57,98,36.77,15.598,1.0756
SOL,15m,5,15,90,False,0.02,0.04,155,57,98,36.77,15.572,1.0755
AVAX,5m,5,20,85,True,0.03,0.06,94,34,60,36.17,14.078,1.0755
AVAX,5m,14,20,70,True,0.01,0.02,70,27,43,38.57,3.5875,1.0754
AVAX,15m,2,10,80,False,0.015,0.03,273,102,171,37.36,20.5808,1.0749
DOGE,5m,14,10,75,False,0.01,0.02,332,128,204,38.55,16.819,1.0745
SOL,15m,3,10,90,False,0.03,0.06,83,30,53,36.14,12.2185,1.0742
SOL,15m,7,20,70,False,0.02,0.04,166,61,105,36.75,16.411,1.0742
XAU,15m,3,20,70,True,0.01,0.02,96,37,59,38.54,4.8265,1.074
DOGE,5m,7,10,75,True,0.02,0.04,147,54,93,36.73,14.453,1.0738
SOL,1h,7,15,80,False,0.02,0.04,98,36,62,36.73,9.602,1.0735
DOGE,15m,3,25,70,False,0.015,0.03,292,109,183,37.33,21.5668,1.0734
SOL,15m,7,25,75,False,0.02,0.04,177,65,112,36.72,17.25,1.0731
SOL,1h,5,25,70,False,0.02,0.04,128,47,81,36.72,12.439,1.0729
SOL,5m,7,15,80,False,0.02,0.04,207,76,131,36.71,20.077,1.0728
AVAX,5m,5,30,90,False,0.03,0.06,108,39,69,36.11,15.5835,1.0727
DOGE,1h,14,20,90,False,0.03,0.06,36,13,23,36.11,5.1795,1.0725
SOL,1h,5,20,90,False,0.02,0.04,109,40,69,36.7,10.443,1.0719
DOGE,5m,3,20,85,False,0.015,0.03,362,135,227,37.29,26.1453,1.0717
DOGE,15m,3,15,70,False,0.03,0.06,97,35,62,36.08,13.742,1.0714
XAU,15m,3,30,85,True,0.015,0.03,59,22,37,37.29,4.2453,1.0714
XAU,15m,3,30,90,True,0.015,0.03,59,22,37,37.29,4.2453,1.0714
XAU,15m,3,25,90,True,0.015,0.03,59,22,37,37.29,4.2453,1.0714
XAU,15m,3,25,85,True,0.015,0.03,59,22,37,37.29,4.2453,1.0714
DOGE,15m,2,25,90,False,0.015,0.03,287,107,180,37.28,20.596,1.0713
DOGE,15m,3,15,75,False,0.015,0.03,287,107,180,37.28,20.5915,1.0712
DOGE,5m,14,15,85,False,0.015,0.03,169,63,106,37.28,12.0935,1.071
DOGE,5m,5,10,85,False,0.015,0.03,330,123,207,37.27,23.5373,1.0708
AVAX,1h,5,10,80,False,0.03,0.06,61,22,39,36.07,8.5505,1.0706
DOGE,15m,14,20,75,True,0.01,0.02,13,5,8,38.46,0.622,1.0703
XAU,1h,7,15,70,True,0.01,0.02,26,10,16,38.46,1.241,1.0701
XAU,15m,5,15,70,True,0.01,0.02,78,30,48,38.46,3.724,1.0701
SOL,15m,14,30,70,True,0.015,0.03,51,19,32,37.25,3.5985,1.07
SOL,1h,2,30,85,False,0.015,0.03,204,76,128,37.25,14.394,1.07
DOGE,15m,2,25,70,False,0.015,0.03,298,111,187,37.25,20.9293,1.0697
DOGE,15m,2,15,80,False,0.03,0.06,86,31,55,36.05,11.9095,1.0697
DOGE,15m,2,10,80,False,0.03,0.06,86,31,55,36.05,11.9095,1.0697
DOGE,15m,2,10,90,False,0.015,0.03,290,108,182,37.24,20.284,1.0694
DOGE,5m,2,10,80,True,0.03,0.06,111,40,71,36.04,15.2535,1.0692
DOGE,5m,2,10,85,True,0.03,0.06,111,40,71,36.04,15.2535,1.0692
DOGE,5m,2,10,90,True,0.03,0.06,111,40,71,36.04,15.2535,1.0692
DOGE,5m,7,15,85,False,0.02,0.04,202,74,128,36.63,18.6,1.069
DOGE,5m,7,15,75,False,0.02,0.04,202,74,128,36.63,18.614,1.069
DOGE,5m,7,15,80,False,0.02,0.04,202,74,128,36.63,18.6,1.069
SOL,1h,7,10,85,False,0.02,0.04,71,26,45,36.62,6.473,1.0683
AVAX,5m,7,10,70,False,0.03,0.06,100,36,64,36.0,13.439,1.0676
DOGE,5m,7,20,90,True,0.03,0.06,75,27,48,36.0,10.08,1.0676
SOL,5m,5,10,85,False,0.03,0.06,100,36,64,36.0,13.427,1.0676
AVAX,15m,7,10,70,False,0.03,0.06,75,27,48,36.0,10.077,1.0676
SOL,5m,14,25,90,True,0.03,0.06,25,9,16,36.0,3.353,1.0675
DOGE,1h,2,30,80,False,0.03,0.06,75,27,48,36.0,10.065,1.0675
SOL,5m,14,10,70,True,0.03,0.06,50,18,32,36.0,6.7,1.0674
AVAX,5m,14,30,75,False,0.02,0.04,194,71,123,36.6,17.459,1.0674
SOL,5m,14,25,75,False,0.02,0.04,194,71,123,36.6,17.453,1.0674
XAU,15m,5,15,75,False,0.03,0.06,25,9,16,36.0,3.347,1.0673
SOL,5m,14,10,75,True,0.03,0.06,25,9,16,36.0,3.347,1.0673
XAU,15m,5,15,70,False,0.03,0.06,25,9,16,36.0,3.347,1.0673
XAU,15m,5,15,80,False,0.03,0.06,25,9,16,36.0,3.347,1.0673
XAU,15m,5,15,85,False,0.03,0.06,25,9,16,36.0,3.347,1.0673
SOL,1h,7,30,70,False,0.02,0.04,123,45,78,36.59,10.966,1.0668
SOL,1h,2,20,85,False,0.02,0.04,123,45,78,36.59,10.968,1.0668
XAU,15m,2,20,90,False,0.02,0.04,41,15,26,36.59,3.654,1.0667
