symbol,timeframe,ema_fast,ema_slow,sl_pct,tp_pct,trades,wins,losses,win_rate,total_pnl,profit_factor,max_drawdown,sharpe,avg_win,avg_loss
XAU,1h,5,100,0.015,0.03,26,16,10,0.6154,0.30241,2.883,0.048187,4.2181,0.028938,-0.01606
XAU,1h,21,100,0.02,0.04,17,10,7,0.5882,0.24191,2.6411,0.04214,3.0941,0.038932,-0.021059
XAU,1h,8,100,0.015,0.03,27,16,11,0.5926,0.286358,2.621,0.048187,3.8809,0.028938,-0.016059
XAU,1h,13,100,0.015,0.03,29,17,12,0.5862,0.299215,2.5526,0.048187,3.9036,0.028937,-0.01606
XAU,1h,5,21,0.02,0.04,19,11,8,0.5789,0.2598,2.542,0.04212,3.1329,0.038935,-0.02106
XAU,1h,13,100,0.02,0.04,19,11,8,0.5789,0.2598,2.542,0.04214,3.1329,0.038935,-0.02106
XAU,1h,8,21,0.02,0.04,19,11,8,0.5789,0.2598,2.542,0.04212,3.1329,0.038935,-0.02106
XAU,1h,8,100,0.02,0.04,21,12,9,0.5714,0.27769,2.465,0.04214,3.1777,0.038937,-0.021061
XAU,1h,8,50,0.015,0.03,28,16,12,0.5714,0.27029,2.4025,0.03212,3.5715,0.028938,-0.01606
XAU,1h,13,50,0.015,0.03,30,17,13,0.5667,0.283148,2.3562,0.048187,3.6097,0.028937,-0.016061
XAU,15m,21,34,0.02,0.04,38,21,17,0.5526,0.45971,2.2838,0.06319,3.8913,0.038943,-0.021064
XAU,15m,13,34,0.02,0.04,38,21,17,0.5526,0.45967,2.2837,0.06319,3.8911,0.038941,-0.021064
XAU,1h,5,100,0.02,0.04,20,11,9,0.55,0.23875,2.2597,0.04526,2.785,0.038935,-0.021059
XAU,1h,13,21,0.02,0.04,20,11,9,0.55,0.23875,2.2597,0.06319,2.785,0.038935,-0.021059
XAU,1h,8,34,0.02,0.04,20,11,9,0.55,0.23873,2.2595,0.04214,2.7847,0.038935,-0.021061
XAU,1h,21,100,0.015,0.03,27,15,12,0.5556,0.241305,2.2521,0.06424,3.234,0.028935,-0.01606
XAU,15m,8,34,0.02,0.04,41,22,19,0.5366,0.45651,2.1407,0.06319,3.7095,0.038942,-0.021064
XAU,15m,13,21,0.02,0.04,40,21,19,0.525,0.41757,2.0434,0.08424,3.4305,0.038941,-0.021063
XAU,1h,21,50,0.015,0.03,32,17,15,0.5312,0.251028,2.042,0.048187,3.077,0.028937,-0.01606
XAU,15m,21,50,0.02,0.04,42,22,20,0.5238,0.43546,2.0337,0.06319,3.4907,0.038942,-0.021063
XAU,15m,5,34,0.02,0.04,42,22,20,0.5238,0.43546,2.0337,0.08424,3.4907,0.038942,-0.021063
XAU,1h,21,50,0.02,0.04,21,11,10,0.5238,0.21768,2.0336,0.04214,2.4683,0.038935,-0.02106
XAU,1h,21,34,0.02,0.04,21,11,10,0.5238,0.21768,2.0336,0.04214,2.4683,0.038935,-0.02106
XAU,1h,5,50,0.02,0.04,21,11,10,0.5238,0.21768,2.0336,0.04214,2.4683,0.038935,-0.02106
XAU,1h,5,34,0.02,0.04,21,11,10,0.5238,0.21768,2.0336,0.04214,2.4683,0.038935,-0.02106
XAU,15m,8,21,0.02,0.04,39,20,19,0.5128,0.37865,1.9462,0.08424,3.1474,0.038942,-0.021063
XAU,15m,13,100,0.02,0.04,39,20,19,0.5128,0.37863,1.9461,0.06639,3.1472,0.038942,-0.021064
XAU,15m,5,100,0.02,0.04,41,21,20,0.5122,0.39652,1.9412,0.08746,3.2143,0.038943,-0.021064
XAU,15m,13,50,0.02,0.04,41,21,20,0.5122,0.3965,1.9412,0.06319,3.2143,0.038941,-0.021063
XAU,15m,8,100,0.02,0.04,41,21,20,0.5122,0.39652,1.9412,0.08746,3.2143,0.038943,-0.021064
XAU,15m,21,100,0.02,0.04,41,21,20,0.5122,0.3965,1.9411,0.08748,3.2141,0.038943,-0.021065
XAU,15m,5,34,0.015,0.03,58,30,28,0.5172,0.41852,1.9306,0.080307,3.8045,0.028942,-0.016062
XAU,1h,5,34,0.015,0.03,33,17,16,0.5152,0.234975,1.9144,0.067405,2.832,0.028937,-0.01606
XAU,1h,5,50,0.015,0.03,33,17,16,0.5152,0.234975,1.9144,0.067405,2.832,0.028937,-0.01606
XAU,15m,5,21,0.015,0.03,61,31,30,0.5082,0.41534,1.862,0.080307,3.68,0.028941,-0.016061
XAU,15m,8,21,0.015,0.03,61,31,30,0.5082,0.415325,1.8619,0.080307,3.6798,0.028941,-0.016062
XAU,1h,13,34,0.015,0.03,34,17,17,0.5,0.218923,1.8019,0.067405,2.5983,0.028937,-0.01606
XAU,15m,5,50,0.015,0.03,58,29,29,0.5,0.373483,1.8018,0.06742,3.393,0.028942,-0.016063
XAU,15m,5,21,0.02,0.04,39,19,20,0.4872,0.31864,1.7564,0.0874,2.6486,0.038941,-0.021062
XAU,15m,8,34,0.015,0.03,61,30,31,0.4918,0.370318,1.7437,0.096375,3.2809,0.028942,-0.016063
XAU,1h,8,34,0.015,0.03,35,17,18,0.4857,0.202855,1.7017,0.067405,2.3739,0.028937,-0.01606
XAU,1h,13,21,0.015,0.03,35,17,18,0.4857,0.202855,1.7017,0.067405,2.3739,0.028937,-0.01606
XAU,1h,8,50,0.02,0.04,23,11,12,0.4783,0.17556,1.6947,0.06953,1.9019,0.038935,-0.02106
XAU,15m,13,34,0.015,0.03,64,31,33,0.4844,0.367153,1.6927,0.096375,3.1768,0.028942,-0.016062
XAU,15m,8,50,0.015,0.03,63,30,33,0.4762,0.338198,1.638,0.096375,2.9514,0.028942,-0.016062
XAU,1h,21,34,0.015,0.03,36,17,19,0.4722,0.186788,1.6121,0.067405,2.1577,0.028937,-0.01606
XAU,15m,13,50,0.015,0.03,68,32,36,0.4706,0.347905,1.6017,0.096375,2.9241,0.028942,-0.016062
XAU,1h,13,34,0.02,0.04,24,11,13,0.4583,0.15451,1.5644,0.06953,1.6428,0.038935,-0.021059
XAU,1h,13,50,0.02,0.04,24,11,13,0.4583,0.15451,1.5644,0.08426,1.6428,0.038935,-0.021059
XAU,15m,21,34,0.015,0.03,73,33,40,0.4521,0.31262,1.4866,0.096375,2.5433,0.028942,-0.016062
XAU,15m,5,50,0.02,0.04,48,21,27,0.4375,0.24907,1.438,0.1749,1.8803,0.038941,-0.021063
XAU,15m,13,21,0.015,0.03,69,30,39,0.4348,0.241868,1.3861,0.13802,2.0319,0.028943,-0.016062
XAU,15m,5,100,0.015,0.03,60,26,34,0.4333,0.20634,1.3778,0.118832,1.8597,0.028941,-0.016063
XAU,15m,21,100,0.015,0.03,59,25,34,0.4237,0.17743,1.3249,0.138065,1.6171,0.028942,-0.016062
XAU,15m,8,50,0.02,0.04,48,20,28,0.4167,0.18908,1.3206,0.1749,1.4363,0.038942,-0.021063
XAU,15m,13,100,0.015,0.03,61,25,36,0.4098,0.145295,1.2513,0.138065,1.3086,0.028942,-0.016062
XAU,15m,5,34,0.01,0.02,117,48,69,0.4103,0.145955,1.1912,0.1106,1.4235,0.018941,-0.011061
XAU,15m,21,50,0.015,0.03,78,31,47,0.3974,0.142313,1.1885,0.14759,1.1391,0.028942,-0.016062
XAU,15m,13,21,0.01,0.02,121,49,72,0.405,0.13171,1.1654,0.106095,1.2657,0.018941,-0.011061
AVAX,1h,21,34,0.03,0.06,58,22,36,0.3793,0.17867,1.1598,0.1896,0.8138,0.058948,-0.031061
AVAX,1h,13,34,0.02,0.04,122,47,75,0.3852,0.25081,1.1588,0.20863,1.1781,0.038946,-0.021062
XAU,15m,5,50,0.01,0.02,119,48,71,0.4034,0.123845,1.1577,0.12333,1.2009,0.018941,-0.011061
XAU,1h,13,100,0.01,0.02,62,25,37,0.4032,0.064235,1.157,0.090175,0.8632,0.018938,-0.01106
XAU,1h,5,100,0.01,0.02,72,29,43,0.4028,0.073615,1.1548,0.09807,0.9181,0.018938,-0.01106
AVAX,1h,21,34,0.02,0.04,118,45,73,0.3814,0.21509,1.1399,0.27088,1.0292,0.038946,-0.021061
XAU,1h,21,100,0.01,0.02,63,25,38,0.3968,0.05314,1.1264,0.11695,0.7103,0.018937,-0.01106
XAU,15m,8,100,0.015,0.03,65,25,40,0.3846,0.081055,1.1262,0.186252,0.7149,0.028942,-0.016062
XAU,1h,5,21,0.015,0.03,39,15,24,0.3846,0.048615,1.1261,0.112427,0.5537,0.028937,-0.01606
XAU,15m,13,34,0.01,0.02,124,49,75,0.3952,0.098525,1.1188,0.17397,0.9391,0.018941,-0.011061
XAU,15m,8,21,0.01,0.02,119,47,72,0.395,0.09383,1.1178,0.11737,0.913,0.018941,-0.011061
XAU,15m,8,34,0.01,0.02,127,50,77,0.3937,0.095345,1.1119,0.11715,0.8986,0.018941,-0.011061
AVAX,1h,13,34,0.03,0.06,57,21,36,0.3684,0.11976,1.1071,0.220645,0.5535,0.05895,-0.031061
AVAX,1h,13,50,0.02,0.04,115,43,72,0.3739,0.15822,1.1043,0.2138,0.7699,0.038945,-0.021061
XAU,15m,8,50,0.01,0.02,120,47,73,0.3917,0.082775,1.1025,0.11715,0.8033,0.018941,-0.011061
XAU,1h,13,21,0.01,0.02,64,25,39,0.3906,0.042095,1.0976,0.080615,0.5597,0.018939,-0.011061
AVAX,1h,5,21,0.03,0.06,63,23,40,0.3651,0.11334,1.0912,0.25169,0.4992,0.058947,-0.031061
XAU,1h,13,34,0.01,0.02,67,26,41,0.3881,0.038895,1.0858,0.07908,0.5061,0.018938,-0.011061
XAU,15m,5,21,0.01,0.02,129,50,79,0.3876,0.073275,1.0839,0.1016,0.6872,0.018942,-0.011061
XAU,1h,8,50,0.01,0.02,62,24,38,0.3871,0.0342,1.0814,0.090145,0.4628,0.018938,-0.011061
XAU,1h,8,21,0.015,0.03,40,15,25,0.375,0.032563,1.0811,0.093042,0.368,0.028937,-0.01606
XAU,15m,13,50,0.01,0.02,127,49,78,0.3858,0.06536,1.0758,0.12967,0.6183,0.018941,-0.011061
DOGE,5m,13,34,0.03,0.06,111,40,71,0.3604,0.152595,1.0692,0.230125,0.4798,0.058948,-0.031061
DOGE,5m,21,50,0.03,0.06,111,40,71,0.3604,0.152535,1.0692,0.230125,0.4796,0.058948,-0.031061
AVAX,1h,21,50,0.02,0.04,115,42,73,0.3652,0.09821,1.0639,0.26458,0.4802,0.038945,-0.021061
DOGE,5m,8,34,0.03,0.06,103,37,66,0.3592,0.13106,1.0639,0.292245,0.4281,0.058947,-0.03106
SOL,5m,5,21,0.03,0.06,103,37,66,0.3592,0.13088,1.0638,0.33286,0.4275,0.058944,-0.031061
XAU,1h,21,50,0.01,0.02,68,26,42,0.3824,0.02781,1.0599,0.09168,0.3602,0.018938,-0.011061
XAU,1h,8,100,0.01,0.02,66,25,41,0.3788,0.019985,1.0441,0.131235,0.2632,0.018939,-0.011061
XAU,1h,21,34,0.01,0.02,66,25,41,0.3788,0.019965,1.044,0.086955,0.2629,0.018938,-0.011061
XAU,1h,13,50,0.01,0.02,66,25,41,0.3788,0.019955,1.044,0.10126,0.2628,0.018939,-0.011061
DOGE,15m,8,21,0.015,0.03,281,103,178,0.3665,0.12232,1.0428,0.300705,0.4864,0.028942,-0.01606
DOGE,15m,8,34,0.015,0.03,292,107,185,0.3664,0.125593,1.0423,0.42004,0.49,0.028942,-0.016061
XAU,1h,5,50,0.01,0.02,69,26,43,0.3768,0.016775,1.0353,0.090145,0.2163,0.018938,-0.011061
DOGE,5m,8,21,0.03,0.06,102,36,66,0.3529,0.07209,1.0352,0.292245,0.2375,0.058947,-0.03106
DOGE,5m,5,50,0.03,0.06,105,37,68,0.3524,0.06894,1.0326,0.292245,0.224,0.058947,-0.03106
SOL,5m,5,50,0.03,0.06,105,37,68,0.3524,0.06882,1.0326,0.31693,0.2236,0.058946,-0.031061
DOGE,5m,13,50,0.03,0.06,108,38,70,0.3519,0.06576,1.0302,0.292245,0.2107,0.058948,-0.031061
AVAX,15m,21,50,0.03,0.06,77,27,50,0.3506,0.03871,1.0249,0.258655,0.1485,0.058957,-0.031062
AVAX,1h,5,34,0.03,0.06,60,21,39,0.35,0.026595,1.022,0.27065,0.1212,0.05895,-0.03106
DOGE,15m,13,21,0.015,0.03,285,103,182,0.3614,0.05808,1.0199,0.38474,0.23,0.028942,-0.01606
SOL,5m,13,34,0.03,0.06,103,36,67,0.3495,0.040985,1.0197,0.32017,0.1347,0.058947,-0.031061
SOL,5m,13,50,0.03,0.06,103,36,67,0.3495,0.040955,1.0197,0.3106,0.1346,0.058947,-0.031062
DOGE,5m,8,50,0.03,0.06,106,37,69,0.3491,0.037895,1.0177,0.32329,0.1228,0.058947,-0.03106
DOGE,1h,13,100,0.015,0.03,158,57,101,0.3608,0.027618,1.017,0.224322,0.154,0.028945,-0.016062
AVAX,15m,21,100,0.03,0.06,86,30,56,0.3488,0.02917,1.0168,0.261805,0.106,0.058956,-0.031063
DOGE,5m,21,34,0.03,0.06,109,38,71,0.3486,0.034625,1.0157,0.314475,0.1107,0.058948,-0.031062
DOGE,1h,8,100,0.015,0.03,175,63,112,0.36,0.0245,1.0136,0.265997,0.1299,0.028944,-0.016062
SOL,5m,5,21,0.02,0.04,215,76,139,0.3535,0.03235,1.0111,0.38257,0.1101,0.038944,-0.021061
SOL,5m,21,100,0.03,0.06,98,34,64,0.3469,0.01624,1.0082,0.386195,0.0548,0.058947,-0.031062
XAU,15m,21,34,0.01,0.02,135,50,85,0.3704,0.006895,1.0073,0.169255,0.0638,0.018942,-0.011061
SOL,5m,21,34,0.03,0.06,101,35,66,0.3465,0.01312,1.0064,0.351245,0.0436,0.058948,-0.031061
DOGE,5m,5,21,0.03,0.06,107,37,70,0.3458,0.00682,1.0031,0.295455,0.022,0.058947,-0.03106
DOGE,5m,13,21,0.03,0.06,110,38,72,0.3455,0.00367,1.0016,0.230125,0.0117,0.058948,-0.03106
DOGE,1h,21,50,0.02,0.04,131,46,85,0.3511,0.00125,1.0007,0.19269,0.0058,0.038946,-0.021062
DOGE,15m,5,34,0.03,0.06,90,31,59,0.3444,-0.005145,0.9972,0.289065,-0.0183,0.058949,-0.03106
DOGE,15m,5,21,0.03,0.06,90,31,59,0.3444,-0.005145,0.9972,0.308085,-0.0183,0.058949,-0.03106
AVAX,1h,8,21,0.03,0.06,61,21,40,0.3443,-0.00448,0.9964,0.301725,-0.0203,0.05895,-0.031061
DOGE,15m,21,34,0.015,0.03,267,95,172,0.3558,-0.012915,0.9953,0.32243,-0.053,0.028942,-0.016061
DOGE,5m,21,50,0.015,0.03,352,125,227,0.3551,-0.028007,0.9923,0.40572,-0.0992,0.028942,-0.01606
AVAX,5m,5,34,0.03,0.06,102,35,67,0.3431,-0.017865,0.9914,0.37272,-0.0593,0.058949,-0.031061
AVAX,5m,13,21,0.03,0.06,105,36,69,0.3429,-0.021045,0.9902,0.37272,-0.0688,0.05895,-0.031062
SOL,15m,21,34,0.02,0.04,175,61,114,0.3486,-0.02536,0.9894,0.35643,-0.0969,0.038944,-0.021061
DOGE,1h,5,50,0.02,0.04,138,48,90,0.3478,-0.02614,0.9862,0.23288,-0.118,0.038947,-0.021062
DOGE,1h,8,50,0.02,0.04,138,48,90,0.3478,-0.02612,0.9862,0.21647,-0.1179,0.038947,-0.021062
AVAX,15m,21,34,0.03,0.06,79,27,52,0.3418,-0.02344,0.9855,0.32008,-0.0893,0.058954,-0.031062
AVAX,1h,5,50,0.015,0.03,184,65,119,0.3533,-0.029897,0.9844,0.288775,-0.1552,0.028943,-0.01606
AVAX,15m,13,100,0.03,0.06,85,29,56,0.3412,-0.02986,0.9828,0.320805,-0.1097,0.058953,-0.031063
SOL,15m,13,34,0.03,0.06,88,30,58,0.3409,-0.0331,0.9816,0.31702,-0.1196,0.058948,-0.031061
DOGE,5m,5,100,0.015,0.03,352,124,228,0.3523,-0.073105,0.98,0.419597,-0.2595,0.028942,-0.016061
AVAX,5m,5,21,0.03,0.06,106,36,70,0.3396,-0.05212,0.976,0.37272,-0.17,0.058948,-0.031061
XAU,15m,21,50,0.01,0.02,135,49,86,0.363,-0.02309,0.9757,0.194535,-0.2145,0.018941,-0.011061
DOGE,15m,21,50,0.015,0.03,262,92,170,0.3511,-0.06757,0.9753,0.425242,-0.2809,0.028943,-0.016061
XAU,1h,8,21,0.01,0.02,69,25,44,0.3623,-0.01321,0.9729,0.112305,-0.1717,0.018938,-0.01106
DOGE,1h,5,100,0.015,0.03,180,63,117,0.35,-0.055762,0.9703,0.262817,-0.2933,0.028944,-0.016062
AVAX,1h,13,34,0.015,0.03,183,64,119,0.3497,-0.058867,0.9692,0.240527,-0.3072,0.028943,-0.016061
DOGE,5m,8,100,0.015,0.03,352,123,229,0.3494,-0.118037,0.9679,0.47413,-0.4197,0.028942,-0.016061
AVAX,1h,5,21,0.02,0.04,131,45,86,0.3435,-0.05874,0.9676,0.35284,-0.2729,0.038944,-0.021061
DOGE,1h,13,50,0.015,0.03,195,68,127,0.3487,-0.071572,0.9649,0.219665,-0.3621,0.028944,-0.016061
SOL,15m,5,21,0.015,0.03,287,100,187,0.3484,-0.109137,0.9637,0.38098,-0.4343,0.028942,-0.016061
DOGE,1h,13,21,0.02,0.04,146,50,96,0.3425,-0.07464,0.9631,0.34361,-0.3287,0.038945,-0.021061
SOL,5m,5,34,0.03,0.06,104,35,69,0.3365,-0.080195,0.9626,0.39498,-0.2647,0.058944,-0.031062
SOL,5m,5,34,0.02,0.04,222,76,146,0.3423,-0.11502,0.9626,0.39137,-0.3881,0.038945,-0.02106
AVAX,5m,8,21,0.03,0.06,107,36,71,0.3364,-0.083195,0.9623,0.37272,-0.2707,0.058948,-0.031061
AVAX,1h,13,50,0.015,0.03,170,59,111,0.3471,-0.075087,0.9579,0.210932,-0.4073,0.028942,-0.01606
SOL,5m,13,34,0.02,0.04,211,72,139,0.3412,-0.12343,0.9578,0.3257,-0.4275,0.038944,-0.021061
AVAX,15m,13,34,0.02,0.04,170,58,112,0.3412,-0.09994,0.9576,0.40801,-0.3895,0.038946,-0.021061
SOL,15m,21,50,0.02,0.04,173,59,114,0.341,-0.10332,0.957,0.30198,-0.3992,0.038944,-0.021061
AVAX,15m,13,21,0.02,0.04,176,60,116,0.3409,-0.10632,0.9565,0.31084,-0.4073,0.038945,-0.021061
AVAX,1h,21,34,0.015,0.03,182,63,119,0.3462,-0.087807,0.9541,0.278337,-0.4606,0.028943,-0.01606
DOGE,15m,13,34,0.015,0.03,275,95,180,0.3455,-0.14129,0.9511,0.332047,-0.5755,0.028943,-0.01606
SOL,15m,13,34,0.02,0.04,168,57,111,0.3393,-0.11785,0.9496,0.3385,-0.4626,0.038946,-0.021061
AVAX,15m,8,100,0.03,0.06,84,28,56,0.3333,-0.0888,0.949,0.414,-0.3301,0.058955,-0.031063
DOGE,15m,13,34,0.03,0.06,90,30,60,0.3333,-0.09513,0.949,0.289065,-0.3416,0.05895,-0.03106
XAU,15m,8,100,0.01,0.02,129,46,83,0.3566,-0.046785,0.949,0.125125,-0.4463,0.018941,-0.011061
AVAX,5m,8,34,0.03,0.06,105,35,70,0.3333,-0.11106,0.9489,0.37272,-0.3656,0.058949,-0.031061
AVAX,1h,21,50,0.03,0.06,57,19,38,0.3333,-0.06033,0.9489,0.242845,-0.2853,0.058945,-0.03106
AVAX,5m,13,21,0.015,0.03,348,120,228,0.3448,-0.188715,0.9485,0.438755,-0.677,0.028943,-0.016061
DOGE,15m,21,100,0.015,0.03,261,90,171,0.3448,-0.141502,0.9485,0.423097,-0.5919,0.028944,-0.016061
DOGE,15m,13,100,0.015,0.03,279,96,183,0.3441,-0.160552,0.9454,0.426247,-0.6499,0.028944,-0.016061
DOGE,1h,13,50,0.02,0.04,142,48,94,0.338,-0.11036,0.9443,0.21181,-0.4943,0.038947,-0.021062
DOGE,5m,13,100,0.015,0.03,356,122,234,0.3427,-0.227255,0.9395,0.465972,-0.8072,0.028942,-0.016061
XAU,15m,5,100,0.01,0.02,130,46,84,0.3538,-0.05785,0.9377,0.14237,-0.5506,0.018941,-0.011061
AVAX,1h,5,34,0.015,0.03,187,64,123,0.3422,-0.123062,0.9377,0.28555,-0.6385,0.028943,-0.01606
DOGE,5m,5,21,0.015,0.03,374,128,246,0.3422,-0.24638,0.9376,0.642517,-0.8541,0.028941,-0.01606
DOGE,1h,8,50,0.015,0.03,190,65,125,0.3421,-0.126257,0.9371,0.277545,-0.65,0.028944,-0.016061
DOGE,5m,5,34,0.03,0.06,106,35,71,0.3302,-0.142105,0.9356,0.31696,-0.4668,0.058948,-0.03106
DOGE,5m,8,21,0.015,0.03,360,123,237,0.3417,-0.246547,0.9352,0.694007,-0.8715,0.028941,-0.01606
AVAX,5m,13,34,0.03,0.06,103,34,69,0.3301,-0.138985,0.9352,0.37272,-0.4631,0.058949,-0.031062
SOL,5m,21,50,0.03,0.06,103,34,69,0.3301,-0.139015,0.9351,0.3202,-0.4632,0.058947,-0.031061
DOGE,15m,8,21,0.03,0.06,91,30,61,0.3297,-0.126205,0.9334,0.33916,-0.452,0.05895,-0.031061
DOGE,15m,5,50,0.015,0.03,299,102,197,0.3411,-0.211797,0.9331,0.526077,-0.8299,0.028942,-0.01606
DOGE,15m,13,21,0.03,0.06,88,29,59,0.3295,-0.123055,0.9329,0.304965,-0.4482,0.058949,-0.031061
SOL,15m,8,34,0.02,0.04,176,59,117,0.3352,-0.16635,0.9325,0.45247,-0.6399,0.038945,-0.021061
AVAX,1h,8,50,0.015,0.03,176,60,116,0.3409,-0.12644,0.9321,0.28246,-0.6769,0.028943,-0.01606
AVAX,15m,5,100,0.03,0.06,82,27,55,0.3293,-0.116665,0.9317,0.47294,-0.4402,0.058957,-0.031064
DOGE,15m,13,50,0.015,0.03,276,94,182,0.3406,-0.202425,0.9307,0.585872,-0.8259,0.028943,-0.016061
XAU,1h,5,34,0.01,0.02,71,25,46,0.3521,-0.03534,0.9305,0.1044,-0.4558,0.018938,-0.011061
DOGE,1h,8,34,0.02,0.04,147,49,98,0.3333,-0.15572,0.9246,0.41954,-0.6879,0.038945,-0.021062
AVAX,1h,8,34,0.02,0.04,132,44,88,0.3333,-0.13976,0.9246,0.35756,-0.6515,0.038945,-0.021061
SOL,15m,13,100,0.02,0.04,168,56,112,0.3333,-0.17802,0.9245,0.4784,-0.7019,0.038946,-0.021062
DOGE,5m,8,100,0.03,0.06,107,35,72,0.3271,-0.17321,0.9225,0.26117,-0.5676,0.058948,-0.031061
SOL,5m,8,34,0.03,0.06,104,34,70,0.3269,-0.17015,0.9217,0.421085,-0.5657,0.058945,-0.031061
DOGE,1h,8,21,0.015,0.03,201,68,133,0.3383,-0.167947,0.9214,0.394082,-0.8429,0.028944,-0.016061
AVAX,5m,13,34,0.015,0.03,352,119,233,0.3381,-0.297977,0.9204,0.520535,-1.0679,0.028943,-0.016061
SOL,5m,8,34,0.02,0.04,220,73,147,0.3318,-0.25299,0.9183,0.4823,-0.8641,0.038944,-0.021061
SOL,5m,13,21,0.02,0.04,220,73,147,0.3318,-0.25299,0.9183,0.46123,-0.8641,0.038944,-0.021061
XAU,15m,13,100,0.01,0.02,129,45,84,0.3488,-0.07678,0.9174,0.13618,-0.736,0.018941,-0.011061
AVAX,1h,21,50,0.015,0.03,172,58,114,0.3372,-0.15217,0.9169,0.27152,-0.8262,0.028943,-0.01606
DOGE,5m,21,100,0.015,0.03,356,120,236,0.3371,-0.31733,0.9163,0.538537,-1.1317,0.028942,-0.016061
AVAX,1h,8,34,0.015,0.03,187,63,124,0.3369,-0.1681,0.9156,0.294465,-0.8756,0.028943,-0.01606
DOGE,1h,21,50,0.015,0.03,187,63,124,0.3369,-0.168175,0.9156,0.316282,-0.8759,0.028944,-0.016062
DOGE,1h,5,21,0.02,0.04,148,49,99,0.3311,-0.17675,0.9152,0.36269,-0.7795,0.038944,-0.021061
DOGE,1h,5,21,0.015,0.03,202,68,134,0.3366,-0.183955,0.9145,0.387707,-0.922,0.028944,-0.016061
AVAX,1h,8,21,0.02,0.04,133,44,89,0.3308,-0.16087,0.9142,0.37391,-0.7485,0.038945,-0.021061
AVAX,1h,5,34,0.02,0.04,130,43,87,0.3308,-0.15763,0.914,0.3933,-0.7419,0.038945,-0.021061
AVAX,1h,13,21,0.02,0.04,130,43,87,0.3308,-0.15771,0.9139,0.33655,-0.7423,0.038944,-0.021061
DOGE,1h,5,100,0.02,0.04,127,42,85,0.3307,-0.15459,0.9137,0.27939,-0.7361,0.038946,-0.021062
DOGE,1h,8,100,0.02,0.04,127,42,85,0.3307,-0.15463,0.9136,0.3847,-0.7363,0.038945,-0.021062
SOL,15m,21,34,0.015,0.03,286,96,190,0.3357,-0.273085,0.9105,0.502232,-1.0984,0.028943,-0.016061
DOGE,15m,5,21,0.015,0.03,298,100,198,0.3356,-0.28576,0.9101,0.59491,-1.1262,0.028941,-0.01606
SOL,5m,13,21,0.03,0.06,108,35,73,0.3241,-0.204435,0.9098,0.51922,-0.6685,0.058944,-0.031061
SOL,5m,8,21,0.03,0.06,108,35,73,0.3241,-0.204435,0.9098,0.4571,-0.6685,0.058944,-0.031061
SOL,15m,13,50,0.02,0.04,176,58,118,0.3295,-0.22646,0.9089,0.48511,-0.8749,0.038944,-0.021061
DOGE,5m,5,34,0.015,0.03,370,124,246,0.3351,-0.362155,0.9083,0.729337,-1.2687,0.028941,-0.01606
SOL,5m,8,50,0.02,0.04,225,74,151,0.3289,-0.29827,0.9062,0.52758,-1.0097,0.038944,-0.021061
DOGE,5m,21,34,0.015,0.03,362,121,241,0.3343,-0.368607,0.9048,0.707077,-1.3063,0.028942,-0.016061
DOGE,15m,5,100,0.03,0.06,93,30,63,0.3226,-0.188355,0.9037,0.46655,-0.671,0.05895,-0.031061
DOGE,15m,8,34,0.03,0.06,90,29,61,0.3222,-0.185175,0.9023,0.367085,-0.6708,0.058949,-0.031061
AVAX,1h,8,50,0.02,0.04,122,40,82,0.3279,-0.16914,0.9021,0.36907,-0.8236,0.038946,-0.021061
SOL,15m,13,21,0.02,0.04,183,60,123,0.3279,-0.25379,0.902,0.47672,-0.9628,0.038944,-0.02106
SOL,1h,13,34,0.015,0.03,189,63,126,0.3333,-0.20022,0.9011,0.339442,-1.0401,0.028942,-0.01606
SOL,15m,8,21,0.015,0.03,300,100,200,0.3333,-0.317895,0.901,0.514587,-1.2507,0.028942,-0.01606
DOGE,15m,5,34,0.015,0.03,300,100,200,0.3333,-0.31785,0.901,0.643067,-1.2505,0.028942,-0.01606
SOL,5m,5,21,0.015,0.03,345,115,230,0.3333,-0.36561,0.901,0.614112,-1.3282,0.028941,-0.01606
SOL,5m,8,50,0.03,0.06,109,35,74,0.3211,-0.23545,0.8976,0.486385,-0.7682,0.058946,-0.031062
DOGE,1h,13,34,0.02,0.04,150,49,101,0.3267,-0.21885,0.8971,0.36386,-0.9619,0.038947,-0.021062
SOL,5m,5,100,0.03,0.06,106,34,72,0.3208,-0.23224,0.8962,0.483175,-0.7685,0.058947,-0.031062
XAU,1h,5,21,0.01,0.02,67,23,44,0.3433,-0.05107,0.8951,0.0727,-0.682,0.018938,-0.01106
DOGE,1h,8,21,0.02,0.04,138,45,93,0.3261,-0.20617,0.8947,0.38259,-0.9453,0.038945,-0.021061
AVAX,5m,5,50,0.03,0.06,103,33,70,0.3204,-0.22897,0.8947,0.416425,-0.7689,0.058948,-0.031061
DOGE,1h,5,50,0.015,0.03,199,66,133,0.3317,-0.225887,0.8943,0.335805,-1.1449,0.028944,-0.016061
DOGE,5m,13,21,0.015,0.03,365,121,244,0.3315,-0.41681,0.8936,0.755265,-1.4741,0.028941,-0.01606
SOL,5m,13,21,0.015,0.03,362,120,242,0.3315,-0.41357,0.8936,0.610567,-1.4687,0.028942,-0.01606
