symbol,timeframe,ema_fast,ema_slow,sl_pct,tp_pct,trades,wins,losses,win_rate,total_pnl,profit_factor,max_drawdown,sharpe,avg_win,avg_loss
DOGE,1h,13,21,0.03,0.06,88,22,66,0.25,-0.75307,0.6327,0.9268,-3.1202,0.058956,-0.031062
DOGE,1h,21,34,0.03,0.06,81,20,61,0.2469,-0.715815,0.6222,0.830575,-3.1045,0.058949,-0.031062
SOL,1h,8,50,0.03,0.06,73,18,55,0.2466,-0.647335,0.6211,0.755735,-2.9588,0.058947,-0.031061
SOL,1h,13,21,0.03,0.06,73,18,55,0.2466,-0.647395,0.621,0.66251,-2.9592,0.058943,-0.031061
DOGE,1h,21,100,0.03,0.06,65,16,49,0.2462,-0.578825,0.6197,0.54775,-2.8052,0.058951,-0.031062
SOL,1h,8,100,0.015,0.03,184,47,137,0.2554,-0.840002,0.6182,0.872457,-4.7805,0.028942,-0.01606
DOGE,1h,5,21,0.03,0.06,82,20,62,0.2439,-0.74674,0.6123,0.80256,-3.232,0.058955,-0.031062
SOL,1h,13,50,0.03,0.06,74,18,56,0.2432,-0.67835,0.61,0.78675,-3.0938,0.058947,-0.031061
AVAX,1h,21,100,0.02,0.04,107,26,81,0.243,-0.69347,0.5935,0.72285,-3.9464,0.038946,-0.021063
DOGE,1h,8,21,0.03,0.06,80,19,61,0.2375,-0.774665,0.5912,0.830485,-3.4255,0.058954,-0.031062
SOL,1h,5,34,0.03,0.06,80,19,61,0.2375,-0.774815,0.5911,0.821005,-3.4267,0.058942,-0.031061
AVAX,1h,21,100,0.03,0.06,59,14,45,0.2373,-0.572555,0.5904,0.653,-2.9492,0.058949,-0.031063
SOL,1h,21,100,0.02,0.04,112,27,85,0.2411,-0.73871,0.5874,0.78594,-4.1203,0.038944,-0.021061
DOGE,1h,5,34,0.03,0.06,82,19,63,0.2317,-0.836725,0.5724,0.892545,-3.686,0.058954,-0.031061
SOL,1h,8,21,0.03,0.06,78,18,60,0.2308,-0.80265,0.5693,0.84884,-3.631,0.058943,-0.03106
SOL,1h,5,100,0.03,0.06,71,16,55,0.2254,-0.765305,0.552,0.78996,-3.6591,0.058944,-0.031062
SOL,1h,13,100,0.03,0.06,67,15,52,0.2239,-0.73108,0.5474,0.700005,-3.6066,0.058946,-0.031063
SOL,1h,5,21,0.03,0.06,77,17,60,0.2208,-0.86156,0.5377,0.886245,-3.9846,0.058945,-0.03106
SOL,1h,21,50,0.03,0.06,70,15,55,0.2143,-0.824095,0.5176,0.932495,-4.0405,0.05895,-0.031061
SOL,1h,21,100,0.03,0.06,66,14,52,0.2121,-0.78996,0.5109,0.758885,-4.0035,0.058949,-0.031062
SOL,1h,8,100,0.03,0.06,69,13,56,0.1884,-0.97317,0.4405,0.942095,-5.043,0.058947,-0.031062
