sweep,symbol,timeframe,sl_pct,rr,tp_pct,max_hold,trail_act,trail_dist,total_trades,wins,losses,win_rate,total_pnl,avg_win,avg_loss,profit_factor,max_dd,sharpe
TIME,DOGE,1h,0.02,2.0,0.04,50.0,,,63,23,40,0.36507936507936506,-0.03061016703324901,0.03529173186811953,-0.021057999999999955,0.9636596934261931,0.21172999999999878,-0.2779755483514628
TIME,DOGE,1h,0.02,2.0,0.04,100.0,,,60,20,40,0.3333333333333333,-0.06343999999999658,0.038942000000000074,-0.021056999999999958,0.9246806287695339,0.26016999999999835,-0.5934366806928064
TIME,DOGE,15m,0.02,2.0,0.04,5.0,,,297,119,178,0.4006734006734007,-0.3770861191909762,0.007798061881771434,-0.0073317723770886314,0.7110574040201252,0.479486696640233,-1.9259040161668353
TIME,DOGE,15m,0.02,2.0,0.04,10.0,,,245,104,141,0.42448979591836733,-0.17197930475236223,0.01151700078038634,-0.009714520467464844,0.8744445096073035,0.259335971542105,-0.8122704165160047
TIME,DOGE,15m,0.02,2.0,0.04,20.0,,,204,89,115,0.4362745098039216,-0.18595188531100817,0.014488371207920119,-0.012829712372312159,0.8739665497694643,0.30294574318169987,-0.8652362949651442
TIME,DOGE,15m,0.02,2.0,0.04,50.0,,,142,62,80,0.43661971830985913,-0.016564008080065883,0.02198931228964232,-0.017248767125473623,0.9879962376734135,0.37313499925238064,-0.08333029086483482
TIME,DOGE,15m,0.02,2.0,0.04,100.0,,,112,39,73,0.3482142857142857,-0.3999864132109709,0.028185045002279,-0.0205370297027377,0.7332006617458197,0.6128166668168014,-2.2884531238613164
TRAIL,SOL,1h,0.02,,,,0.01,0.005,70,44,26,0.6285714285714286,-0.060193626318864185,0.011076053947298522,-0.021059230769230733,0.8900653352835151,0.1859158011732523,-0.8077331591147213
TRAIL,SOL,1h,0.02,,,,0.01,0.01,70,38,32,0.5428571428571428,-0.2678741721940623,0.007469493980392955,-0.017241091982781082,0.5144699715409703,0.3183316159279777,-4.0978649117354555
TRAIL,SOL,1h,0.02,,,,0.01,0.015,69,28,41,0.4057971014492754,-0.34863597940951335,0.0092222285925823,-0.014801423902483358,0.42550685481434886,0.3973494221758365,-5.490611827343592
TRAIL,SOL,1h,0.02,,,,0.01,0.02,66,20,46,0.30303030303030304,-0.12731240357060813,0.02632459642820732,-0.014213137655103358,0.8052744570307192,0.26250179282534414,-0.7541245008617353
TRAIL,SOL,1h,0.02,,,,0.02,0.005,61,27,34,0.4426229508196721,0.1016681883364532,0.030284747716164868,-0.021059411764705833,1.1419907102266045,0.19983208481852394,0.5917981897914205
TRAIL,SOL,1h,0.02,,,,0.02,0.01,61,27,34,0.4426229508196721,-0.029446567597839833,0.025428645644524392,-0.021059411764705833,0.9588746576941429,0.24489753582826657,-0.17604885650238924
TRAIL,SOL,1h,0.02,,,,0.02,0.015,61,27,34,0.4426229508196721,-0.11069104652251725,0.02241959086953634,-0.021059411764705833,0.8454078845248493,0.2753575191439107,-0.6735349284959207
TRAIL,SOL,1h,0.02,,,,0.02,0.02,61,26,35,0.4262295081967213,-0.13545251566428199,0.022361044785654555,-0.020481133716894296,0.811042106866866,0.2849114798099971,-0.8192885811133933
TRAIL,SOL,1h,0.02,,,,0.03,0.005,59,23,36,0.3898305084745763,0.22090243366837273,0.04256793189862482,-0.021059999999999943,1.2913665105892864,0.16028059535102615,1.256208719101447
TRAIL,SOL,1h,0.02,,,,0.03,0.01,59,23,36,0.3898305084745763,0.10751316897784041,0.03763796386860169,-0.021059999999999943,1.1418080207051826,0.1881014357669831,0.6298399086393426
TRAIL,SOL,1h,0.02,,,,0.03,0.015,59,23,36,0.3898305084745763,0.023928656049441537,0.0340038546108452,-0.021059999999999943,1.0315614857674391,0.19312619088250652,0.14329786517017964
TRAIL,SOL,1h,0.02,,,,0.03,0.02,59,23,36,0.3898305084745763,0.02984400878155647,0.03426104386006759,-0.021059999999999943,1.0393637342797784,0.2164525203562062,0.177572685736355
TRAIL,XAU,1h,0.02,,,,0.01,0.005,32,18,14,0.5625,-0.167906797712473,0.007054066793751483,-0.021062857142857123,0.4305927912626385,0.1796710981277361,-5.899619097019447
TRAIL,XAU,1h,0.02,,,,0.01,0.01,31,16,15,0.5161290322580645,-0.19681396412486402,0.004933028022289944,-0.018382827498766872,0.286239783159704,0.19984866912746566,-7.798682920585742
TRAIL,XAU,1h,0.02,,,,0.01,0.015,27,8,19,0.2962962962962963,-0.12570825333850574,0.02122757503254111,-0.01555415018941235,0.5746328935138486,0.13485657919785113,-3.7459078460346897
TRAIL,XAU,1h,0.02,,,,0.01,0.02,26,5,21,0.19230769230769232,-0.2359672707503437,0.02276514105276463,-0.016656808381626993,0.32540877910370947,0.2248210626541613,-8.317275580148749
TRAIL,XAU,1h,0.02,,,,0.02,0.005,20,6,14,0.3,-0.16801054518452452,0.021144909135912448,-0.021062857142857088,0.43024096179963034,0.17896608409519116,-6.700041405466305
